"order","productcode","productgroup","productsummary","description","eutr"
"PC","48042910","Paper","Uncoated kraft paper","SACK KRAFT PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT (EXCL. UNBLEACHED, AND GOODS OF HEADING 4802, 4803 OR 4808)",1
"PC","48042990","Paper","Uncoated kraft paper","SACK KRAFT PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM (EXCL. UNBLEACHED, KRAFT PAPER CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO THE TOTAL FIBRE CONTENT, AND GOODS OF HEADING 4802, 4803 OR 4808)",1
"PC","48043110","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, FOR THE MANUFACTURE OF PAPER YARN OF HEADING 530",1
"PC","48043151","Paper","Uncoated kraft paper","UNBLEACHED KRAFT INSULATING PAPER FOR ELECTRO-TECHNICAL PURPOSES, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, CONTAINING >= 80% CON",1
"PC","48043158","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SO",1
"PC","48043159","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SO",1
"PC","48043180","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-? (EXCL. KRAFT PAPER CONTAINING >= 80% CONIFEROUS W",1
"PC","48043190","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-? (EXCL. FOR MANUFACTURE OF PAPER YARN OF HEADING 5",1
"PC","48043910","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, FOR THE MANUFACTURE OF PAPER YARN OF HEADING 5308 OR OF MET",1
"PC","48043951","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, UNIFORMLY BLEACHED IN THE MASS, CONTAINING >= 80% CONIFEROU",1
"PC","48043958","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY",1
"PC","48043959","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY",1
"PC","48043980","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-? (EXCL. UNBLEACHED AND THAT CONTAINING >= 80% CONIFEROUS WOOD",1
"PC","48043990","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING <= 150 G/M-? (EXCL. UNBLEACHED OR THAT USED IN THE MANUFACTURE OF PAPER Y",1
"PC","48044110","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULP",1
"PC","48044191","Paper","Uncoated kraft paper","UNBLEACHED SATURATING KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING > 150 G TO < 225 G PER M-? (EXCL. THAT CONTAINING >= 80 % CONIFEROUS WOOD SULPHATE OR SODA PULP BY WEIGHT IN RELATION TO T",1
"PC","48044198","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-? (EXCL. SATURATING KRAFT PAPER, KRAFTLIN",1
"PC","48044199","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-? (EXCL. THAT CONTAINING >= 80% CONIFEROU",1
"PC","48044200","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING > 95%",1
"PC","48044210","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING > 150 G TO < 225 G PER M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING > 95 % CHEMICALLY PREPARED WOOD FIBRE AND >= 80 % CONIFEROUS WOOD SULPHAT",1
"PC","48044290","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, WEIGHING > 150 G TO < 225 G PER M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING > 95 % CHEMICALLY PROCESSED WOOD FIBRE BY WEIGHT IN RELATION TO THE TOTAL",1
"PC","48044900","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-? (EXCL. UNBLEACHED, BLEACHED UNIFORMLY IN THE MASS",1
"PC","48044910","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SOD",1
"PC","48044990","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING > 150 G TO < 225 G/M-? (EXCL. UNBLEACHED, BLEACHED UNIFORMLY IN THE MASS",1
"PC","48045100","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-? (EXCL. KRAFTLINER, SACK KRAFT PAPER AND GOODS OF",1
"PC","48045110","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SO",1
"PC","48045190","Paper","Uncoated kraft paper","UNBLEACHED KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-? (EXCL. THAT CONTAINING >= 80% CONIFEROUS WOOD SUL",1
"PC","48045200","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING > 95% CHEMICALLY",1
"PC","48045210","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR ""INCL. SQUARE"" SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING >",1
"PC","48045290","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN STRIPS OR ROLLS OF A WIDTH > 36 CM OR IN RECTANGULAR ""INCL. SQUARE"" SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, BLEACHED UNIFORMLY IN THE MASS, CONTAINING >",1
"PC","48045910","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-?, CONTAINING >= 80% CONIFEROUS WOOD SULPHATE OR SODA PULP BY",1
"PC","48045990","Paper","Uncoated kraft paper","KRAFT PAPER AND PAPERBOARD, UNCOATED, IN ROLLS OF A WIDTH > 36 CM OR IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 36 CM AND THE OTHER SIDE > 15 CM IN THE UNFOLDED STATE, WEIGHING >= 225 G/M-? (EXCL. UNBLEACHED OR BLEACHED UNIFORMLY IN THE MASS AND CONT",1
"PD","48025190","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PUNCH TAPE PAPER, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR CONTAINING =< 10 % MECHANICALLY PRO",1
"PD","48025220","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER AND PAPERBOARD OF A KIND USED FOR PUNCH CARD OR PUNCH PAPER, IN ROLLS OF A WIDTH OF > 15 CM, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR CONTAINI",1
"PD","48025280","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER AND PAPERBOARD USED FOR PUNCH CARD OR PUNCH PAPER, IN SHEETS AS SPECIFIED IN NOTE 7B TO CHAPTER 48, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR C",1
"PD","48025320","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER AND PAPERBOARD OF A KIND USED FOR PUNCH CARD OR PUNCH PAPER, IN ROLLS OF A WIDTH OF > 15 CM, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR CONTAINI",1
"PD","48025380","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER AND PAPERBOARD OF A KIND USED FOR PUNCH CARD OR PUNCH PAPER, IN SHEETS AS SPECIFIED IN NOTE 7B TO CHAPTER 48, NOT CONTAINING MECHANICALLY PROCESSED FI",1
"PD","48025400","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR",1
"PD","48025490","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN ROLLS OR IN SQUARE OR RECTANGULAR SHEETS, OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR",1
"PD","48025500","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHIC",1
"PD","48025510","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025515","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025520","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025525","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025530","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025590","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025610","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN RECTANGULAR SHEETS WITH ONE SIDE MEASURING 297 MM AND THE OTHER SIDE 210 MM ""A4-FORMAT"", NOT CONTAINING F",1
"PD","48025620","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN RECTANGULAR SHEETS WITH ONE SIDE MEASURING 297 MM AND THE OTHER SIDE 210 MM ""A4-FORMAT"", NOT CONTAINING F",1
"PD","48025680","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE,",1
"PD","48025690","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE,",1
"PD","48025700","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 435 MM OR WITH ONE SIDE <= 435 MM AND THE OTHER SIDE > 297 M",1
"PD","48025810","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANICAL PROCESS OR OF WHICH",1
"PD","48025890","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS OF ANY SIZE, NOT CONTAINING FIBRES OBTAINED BY A MECHANICAL OR CHEMI-MECHANI",1
"PD","48026011","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER AND PAPERBOARD OF A KIND USED FOR PUNCH CARD OR PUNCH PAPER, IN ROLLS OF A WIDTH OF > 15 CM, CONTAINING > 50% MECHANICALLY PROCESSED FIBRES BY WEIGHT",1
"PD","48026019","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER OF A KIND USED FOR PUNCH PAPER, IN SHEETS AS SPECIFIED IN NOTE 7B TO CHAPTER 48, NOT CONTAINING MECHANICALLY PROCESSED FIBRES, OR CONTAINING > 50% MEC",1
"PD","48026091","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER OF A KIND USED FOR PUNCH PAPER, IN ROLLS OF A WIDTH OF > 15 CM, CONTAINING > 10% MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION TO THE TOTAL FIBR",1
"PD","48026099","Paper","Uncoated for writing/printing","PAPER AND PAPERBOARD OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, UNCOATED, AND PAPER OF A KIND USED FOR PUNCH PAPER, IN SHEETS AS SPECIFIED IN NOTE 7B TO CHAPTER 48, CONTAINING > 10% MECHANICALLY PROCESSED FIBRES BY WEIGHT IN RELATION",1
"PD","48026115","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, WEIGHING < 72 G/M-? AND OF WHICH > 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS O",1
"PD","48026120","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, WEIGHING < 72 G/M-? AND OF WHICH > 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS O",1
"PD","48026150","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN ROLLS OF ANY SIZE, WEIGHING < 72 G/M-? AND OF WHICH > 50% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS",1
"PD","48026180","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN ROLLS OF ANY SIZE, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A M",1
"PD","48026190","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN ROLLS OF ANY SIZE, OF WHICH > 10% BY WEIGHT OF THE TOTAL FIBRE CONTENT CONSISTS OF FIBRES OBTAINED BY A",1
"PD","48026200","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE,",1
"PD","48026250","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE,",1
"PD","48026290","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE <= 435 MM AND THE OTHER SIDE <= 297 MM IN THE UNFOLDED STATE,",1
"PD","48026900","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCHCARDS AND PUNCH-TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 435 MM OR WITH ONE SIDE <= 435 MM AND THE OTHER SIDE > 297 M",1
"PD","48026950","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 435 MM OR WITH ONE SIDE <= 435 MM AND THE OTHER SIDE > 297",1
"PD","48026990","Paper","Uncoated for writing/printing","UNCOATED PAPER AND PAPERBOARD, OF A KIND USED FOR WRITING, PRINTING OR OTHER GRAPHIC PURPOSES, AND NON-PERFORATED PUNCH-CARDS AND PUNCH TAPE PAPER, IN SQUARE OR RECTANGULAR SHEETS WITH ONE SIDE > 435 MM OR WITH ONE SIDE <= 435 MM AND THE OTHER SIDE > 297",1
"PE","48051000","Paper","Other uncoated unworked in rolls/sheets","SEMI-CHEMICAL PAPER FOR CORRUGATED BOARD FLUTING, UNCOATED, IN ROLLS OR SHEETS AS SPECIFIED IN NOTE 7A OR 7B TO CHAPTER 48",1
"PE","48051100","Paper","Other uncoated unworked in rolls/sheets","SEMI-CHEMICAL FLUTING PAPER, UNCOATED, IN ROLLS OF A WIDTH > 36 CM",1
